id,word,meaning_en,meaning_kr,english_form,eng_def,sentence_kr,sentence_en,level,level_label,dict_level,pos,dict_pos,has_entry
141,국가,A state or  a nation,"일정한 땅과 거기에 사는 사람들로 구성되고, 주권에 의한 하나의 통치 조직을 이루는 집단.",state; nation; country,"An entity consisting of land and the people living there, resulting in a group ruled by sovereignty.",우리 국민들은 모두 단결하여 국가 위기 상황을 잘 이겨 냈다.,,B,Intermediate,중급,1,명사,1
142,그런데,But or  however,이야기를 앞의 내용과 관련시키면서 다른 방향으로 바꿀 때 쓰는 말.,by the way,A word used to change the direction of a story while relating it to the preceding statement.,남자 친구 있구나. 그런데 둘이 어떻게 만난 거야?,,A,Beginner,초급,3,부사,1
143,날,Day,밤 열두 시에서 다음 밤 열두 시까지의 이십사 시간 동안.,day,"The period of twenty-four hours, from midnight to the midnight the next day.",나와 내 가장 친한 친구인 영수는 같은 날에 태어났다.,,A,Beginner,초급,1,명사,1
144,여기,A hobby,말하는 사람에게 가까운 곳을 가리키는 말.,here; this,A pronoun used to indicate a place close to the speaker.,여기가 제가 일하는 곳입니다.,,A,Beginner,초급,8,대명사,1
145,모두,Everybody,남거나 빠진 것이 없는 전체.,all,Everything without anything missing or remaining.,여기 있는 사람이 우리 반 학생 모두는 아니다.,,A,Beginner,초급,3,명사,1
146,여성,Female,어른이 되어 아이를 낳을 수 있는 여자.,woman,A grown-up woman capable of having a baby. ,요즘 아기를 낳지 않는 여성이 늘고 있다.,,B,Intermediate,초급,1,명사,1
147,친구,A friend,사이가 가까워 서로 친하게 지내는 사람.,friend,A person that one is close to and in an amicable relationship with.,지수와 나는 어린 시절부터 10년 넘게 알고 지낸 오랜 친구이다.,,A,Beginner,초급,1,명사,1
148,마음,Heart,사람이 태어날 때부터 지닌 성질.,personality,A trait that a person was born with.,아이들은 마음이 순수해서 거짓말을 하지 못한다.,,A,Beginner,초급,1,명사,1
149,후,After,입을 동글게 오므려 내밀고 입김을 많이 내뿜는 소리. 또는 그 모양.,puff,"A word imitating the sound or decribing the motion of letting one's breath out strongly, repeatedly, through lips pursed in a round form.",창문에 후 입김을 내뿜으니 하얀 김이 서렸다.,,A,Beginner,,1,부사,1
151,놓다,"Put, place",손으로 잡거나 누르고 있던 물건을 손을 펴거나 힘을 빼서 손에서 빠져나가게 하다.,let go; let loose,To let something that one is either holding in one's hand or pushing be released by opening or relaxing one's hand.,동생은 밥을 다 먹고 숟가락을 놓았다.,,A,Beginner,초급,보,동사,1
152,관계,Connection or  relation,국가의 각 기관이나 그 기관 관리들의 활동 분야.,official world; government circles,The fields of work that governmental agencies or public officials are active in. ,대통령은 관계와 학계의 경제 전문가들을 불러들여 물가 안정을 논의했다.,,B,Intermediate,,1,명사,1
153,아버지,Father,자기를 낳아 준 남자를 이르거나 부르는 말.,father; male parent,A word used to refer to or address the man who has procreated as the male parent.,어머니가 돌아가신 후로 나는 아버지와 둘이 산다.,,A,Beginner,초급,1,명사,1
154,남자,Boy,남성으로 태어난 사람.,man; male,A person who was born as a male.,엠티를 온 남자 학생들이 무거운 짐을 지고 날랐다.,,A,Beginner,초급,1,명사,1
155,어디,Where?,모르는 곳을 가리키는 말.,where,The word that means a place which one does not know.,나는 어디 가 볼 데가 있다.,,A,Beginner,초급,8,대명사,1
156,몸,"body,physique",사람이나 동물의 모습을 이루는 머리부터 발까지의 전체. 또는 그것의 상태.,body,"The entire length of the human or animal body from the head to the feet, or its state.",아내는 다른 여자들에 비해 몸이 작고 마른 편이다.,,A,Beginner,초급,1,명사,1
157,얼굴,Face,"눈, 코, 입이 있는 머리의 앞쪽 부분.",face,"The front part of the head that has the eyes, nose and mouth.",어머니도 이제 나이가 드셨는지 얼굴에 주름이 많이 늘었다.,,A,Beginner,초급,1,명사,1
159,왜,Why?,한글 자모 ‘ㅙ’의 이름.,wae,The name of the vowel 'ㅙ' in the Korean alphabet.,,,A,Beginner,,3,명사,1
160,나타나다,"Come out, appear",보이지 않던 어떤 대상의 모습이 드러나다.,appear; come into sight,"For a certain, invisible object to show up.",그토록 찾던 지갑이 엉뚱하게도 빨래 더미 속에서 나타났다.,,B,Intermediate,초급,2,동사,1
162,지역,"An area, region",어떤 특징이나 일정한 기준에 따라 범위를 나눈 땅.,area; region,A piece of land which is divided according to certain characteristics or criteria.,나는 다른 지역으로 전화를 걸 때 지역 번호를 눌러야 한다는 사실을 잊는 바람에 엉뚱한 곳으로 전화를 했다.,,B,Intermediate,중급,1,명사,1
163,다르다,Be different,두 개의 대상이 서로 같지 아니하다.,different; other,Not the same as each other.,말을 한다는 것이 인간과 다른 동물의 가장 큰 다른 점이다.,,A,Beginner,초급,1,형용사,1
164,모습,"shape,body",사람이나 사물의 생김새.,appearance; look,The appearance of a person or thing. ,승규의 지금 모습은 아버지의 젊었을 때의 모습과 꼭 닮아 있다.,,B,Intermediate,초급,1,명사,1
165,물,Water,"강, 호수, 바다, 지하수 등에 있으며 순수한 것은 빛깔, 냄새, 맛이 없고 투명한 액체.",water,"A liquid that constitutes rivers, lakes, oceans, underground reservoirs, etc., a pure form of which is colorless, orderless, tasteless and transparent.",나는 운동 후에 목이 말라서 시원한 물을 마셨다.,,A,Beginner,초급,1,명사,1
166,만나다,Meet,"선이나 길, 강 등이 서로 마주 닿거나 연결되다.",meet; join,"For a line, road, river, etc. to adjoin or be connected with each other.",여기에서 계속 직진하다보면 고속 도로와 만나게 된다.,,A,Beginner,초급,2,동사,1
167,내다,produce something,"길이나 통로, 창문 등을 생기게 하다.",make; build,"To make a road, passage, window, etc.",건축가는 햇볕이 잘 들도록 남향으로 창문을 내었다.,,A,Beginner,초급,2,동사,1
168,보이다,"show,let see",눈으로 대상의 존재나 겉모습을 알게 되다.,be viewed; be visible; be in sight,To come to know the presence or outward appearance of an object by looking at it.,문틈으로 책을 읽고 있는 그의 모습이 보인다.,,B,Intermediate,초급,2,동사,1
169,쓰다,To write,연필이나 펜 등의 필기도구로 종이 등에 획을 그어서 일정한 글자를 적다.,write,"To write some letters by drawing strokes on paper with a writing instrument such as a pencil, pen, etc.",아이는 새로 산 공책의 앞에 자기 이름을 썼다.,,A,Beginner,초급,2,동사,1
170,이것,This thing,말하는 사람에게 가까이 있거나 말하는 사람이 생각하고 있는 것을 가리키는 말.,this,The word that refers to something that is close to the speaker or something that the speaker is thinking of.,이것은 책상입니다.,,A,Beginner,초급,8,대명사,1
171,없이,Without,어떤 일이나 증상 등이 나타나지 않게.,without,"Without any matter, symptom, etc.",본인의 동의 없이 그 서류를 대신 발급받을 수 없습니다.,,B,Intermediate,중급,3,부사,1
172,이번,This time,곧 돌아올 차례. 또는 막 지나간 차례.,this time,"A turn soon to come, or one that just passed.",어머니는 이번이 처음 하는 해외여행이라서 설렌다고 하셨다.,,A,Beginner,초급,1,명사,1
173,길,Road,사람이나 차 등이 지나다닐 수 있게 땅 위에 일정한 너비로 길게 이어져 있는 공간.,road; street; way,A long stretch of ground space with a fixed width meant for people or cars to travel along.,학교 앞에서 길을 건너면 경찰서가 있다.,,A,Beginner,초급,1,명사,1
174,생활,"lifestyle,livelihood",사람이나 동물이 일정한 곳에서 살아감.,life,The act of a person or animal living in a  place.,우리 모두는 행복한 생활을 위해 노력하며 살아간다.,,A,Beginner,초급,1,명사,1
175,쓰다,Take (medicine),연필이나 펜 등의 필기도구로 종이 등에 획을 그어서 일정한 글자를 적다.,write,"To write some letters by drawing strokes on paper with a writing instrument such as a pencil, pen, etc.",아이는 새로 산 공책의 앞에 자기 이름을 썼다.,,A,Beginner,초급,2,동사,1
177,뿐,"only,alone,merely",다만 그것만이고 그 이상은 아님을 나타내는 말.,ppun,A bound noun indicating that there is nothing more than that.,그들은 조용히 그의 이야기만을 듣고 있을 뿐이었다.,,B,Intermediate,,5,의존 명사,1
178,사이,space between 2 points; the relationship between 2 people,한 물체에서 다른 물체까지 또는 한곳에서 다른 곳까지의 거리나 공간.,space; distance; gap,"The distance or space between one object and another, or between one place and another.",닫히는 지하철 문 사이로 달려들어 급히 탔더니 문틈에 옷이 끼어 버렸다.,,A,Beginner,초급,1,명사,1
179,방법,"Way, method",어떤 일을 해 나가기 위한 수단이나 방식.,way; means; manner,A method or way of doing something.,어머니는 아이들에게 사과를 깎는 방법을 가르쳤다.,,B,Intermediate,초급,1,명사,1
180,새롭다,"To be new,novel",지금까지의 것과 다르거나 있은 적이 없다.,new; fresh,Being different from existing ones or never having existed.,텔레비전에서 새로운 프로그램을 방송하기 시작했다.,,C,Advanced,초급,4,형용사,1
182,내다,"to see through, to make it through sth","길이나 통로, 창문 등을 생기게 하다.",make; build,"To make a road, passage, window, etc.",건축가는 햇볕이 잘 들도록 남향으로 창문을 내었다.,,A,Beginner,초급,보,동사,1
183,앉다,To sit down,윗몸을 바로 한 상태에서 엉덩이에 몸무게를 실어 다른 물건이나 바닥에 몸을 올려놓다.,sit; be seated,To place one's weight on the bottocks and put his/her body on an object or on the floor with his/her upper body in an upright position.,소파에 앉으신 아버지께서 텔레비전을 시청하고 계신다.,,A,Beginner,초급,2,동사,1
184,처음,First,차례나 시간상으로 맨 앞.,first; forefront,The first in order or chronology.,승규는 시간이 지나도 늘 처음처럼 성실한 자세로 열심히 일한다.,,A,Beginner,초급,1,명사,1
185,손,The hand,팔목 끝에 있으며 무엇을 만지거나 잡을 때 쓰는 몸의 부분.,hand,A body part connected at the end of the wrist that is used to touch or grab something.,우리 형은 손이 커서 농구공도 한 손으로 잡을 수 있다.,,A,Beginner,초급,1,명사,1
186,몇,A few,많지 않은 막연한 수.,some; several,An unknown number that is not big.,학교 운동장에서는 아이들 몇이 뛰어놀고 있었다.,,A,Beginner,초급,6,수사,1
187,그때,Then or  at that time,앞에서 이야기한 어떤 때.,that time; that moment; then,The previously-mentioned time.,화가 나서 동생을 때리려고 하는데 그때에 아버지가 들어오셔서 그만두었다.,,A,Beginner,초급,1,명사,1
188,과정,Process or  course,어떤 일이나 현상이 계속 진행되는 동안 혹은 그 사이에 일어난 일.,process,"A process of an event or phenomenon, or something that happens in the process.",어머니께서는 항상 결과보다는 과정을 중요하게 생각하셨다.,,C,Advanced,중급,1,명사,1
189,삶,Life,사는 일. 또는 살아 있음.,living,"Living, or aliveness.",그 영화는 인간의 삶과 죽음에 대해 이야기한다.,,C,Advanced,중급,1,명사,1
190,갖다,To hold,무엇을 손에 쥐거나 몸에 지니다.,have; hold,"To carry or keep something, or hold it in one's hands.",나는 지금 아까 도서관에서 주운 책을 갖고 있다.,,B,Intermediate,초급,2,동사,1
